,Count_ICC_above_0_8,Count_ICC_above_0_6,Average_ICC,Day
0,2,12,0.5567674899186656,1
0,2,12,0.5567674899186656,1
0,8,33,0.7246741075044895,2
0,23,36,0.8110405153365376,3
0,36,37,0.8789536247115058,4
0,37,37,0.9314880124355943,5
0,37,37,0.9761978160783966,6
0,37,37,1.0,7
